ID,SalePrice
1688,97956.2037037034
1689,130469.746315789
1690,200026.162972509
1691,142706.378359511
1692,331383.690095238
1693,100490.545878136
1694,129392.268992248
1695,210993.600274725
1696,98101.9302721085
1697,195636.25125448
1698,203506.880824373
1699,278339.845630081
1700,135383.75537037
1701,252308.396936937
1702,103599.597659176
1703,113594.954658385
1704,139768.79005848
1705,233419.456989247
1706,217925.053783784
1707,130271.937634409
1708,146670.834660033
1709,195165.85
1710,228708.823848987
1711,107269.509099099
1712,280047.372093023
1713,182184.959960552
1714,160511.354705882
1715,146454.046875
1716,231023.014794008
1717,206186.56287037
1718,238446.654635108
1719,211495.627807487
1720,103727.058333333
1721,167567.808935743
1722,323518.910136452
1723,151204.706372549
1724,124033.006122449
1725,100562.544927536
1726,178456.972680412
1727,183392.281218274
1728,164488.108582834
1729,118439.48020202
1730,143987.998050682
1731,262280.124603174
1732,187031.220433145
1733,280381.033426443
1734,159980.319103314
1735,128238.278218695
1736,161768.667597765
1737,212986.534496124
1738,124731.547435897
1739,380095.368537415
1740,215138.986183074
1741,227129.834550562
1742,192303.810125448
1743,220849.91873823
1744,244437.700323624
1745,191655.022940075
1746,164915.280144033
1747,166391.722960993
1748,113570.149907919
1749,121174.008333333
1750,137430.908812261
1751,242811.831410256
1752,142093.37654321
1753,141298.508419244
1754,226317.921326165
1755,164349.67948718
1756,145546.998618307
1757,138410.183865248
1758,222716.550569106
1759,182684.073506289
1760,149036.531974638
1761,162507.903277154
1762,276788.833147113
1763,238049.231307551
1764,131695.486075949
1765,264115.470219966
1766,316822.501955307
1767,246581.910215054
1768,114336.015877712
1769,110526.843213058
1770,360165.746146953
1771,182754.258906526
1772,130213.011168385
1773,121361.827295918
1774,247942.799919872
1775,157200.953425926
1776,179477.708776596
1777,239975.265406977
1778,249575.302617801
1779,313252.963172043
1780,196158.249637681
1781,328445.724258289
1782,325921.32
1783,259309.55887574
1784,130880.752042484
1785,243058.657899305
1786,100693.327567567
1787,275479.382154882
1788,149749.929078014
1789,158546.363934426
1790,96755.3737588649
1791,145653.675383142
1792,137829.790502793
1793,292566.462721893
1794,194732.278373016
1795,183781.775500911
1796,209698.391123188
1797,346627.507396449
1798,215265.660200364
1799,203624.955585586
1800,142390.775085034
1801,229125.754708098
1802,108702.408925319
1803,96494.2855148339
1804,296935.456271477
1805,104136.364874552
1806,137605.116296296
1807,132982.861111111
1808,170124.705253623
1809,180696.632446809
1810,444348.04732965
1811,305374.924681238
1812,199364.172859745
1813,94172.294083333
1814,111227.914583333
1815,142635.048022599
1816,174251.306
1817,169718.139270833
1818,148188.972280702
1819,150744.346944445
1820,260587.644021739
1821,141418.070446736
1822,141488.865070922
1823,201468.445877193
1824,102009.705653021
1825,185793.375506446
1826,122301.025543478
1827,160406.525462963
1828,158685.72565445
1829,149273.568245614
1830,152666.263136289
1831,177916.166846847
1832,168854.785384615
1833,126357.475358423
1834,133396.943010753
1835,208528.577297297
1836,80638.5799802759
1837,141487.434079602
1838,274702.976116838
1839,374514.975340136
1840,187592.712072072
1841,150372.003298611
1842,197285.771594982
1843,213084.367825312
1844,111456.896
1845,235832.118342152
1846,192115.907678883
1847,96662.476177536
1848,132641.065877712
1849,206191.634185606
1850,376408.008193668
1851,127378.361676647
1852,194970.152295409
1853,110820.768108108
1854,94087.033333333
1855,105496.550165837
1856,135490.410476191
1857,133945.211242604
1858,156349.180017921
1859,104720.398417132
1860,205123.943996416
1861,226136.060486891
1862,184714.328472222
1863,112095.828952381
1864,273234.15561139
1865,176062.894526144
1866,166714.170754717
1867,136667.65283688
1868,170266.406813996
1869,285064.583617424
1870,286547.598611111
1871,130392.855329457
1872,151549.295135135
1873,231438.563819095
1874,114605.241408935
1875,242712.184666667
1876,183204.758994709
1877,153356.333429119
1878,226219.077001862
1879,106455.508159722
1880,137526.314716312
1881,190798.275181159
1882,210263.721282051
1883,127853.205871212
1884,329240.985978836
1885,146692.351851852
1886,140881.184567901
1887,234064.366666667
1888,120110.858996212
1889,196767.230279232
1890,182241.028812057
1891,98378.7104906934
1892,109595.298137802
1893,131473.635288641
1894,175751.436666667
1895,88669.5579037798
1896,199756.068876611
1897,107966.02063492
1898,115892.918297101
1899,133285.301498127
1900,127525.145652174
1901,416932.5283054
1902,134570.582451499
1903,145495.262383178
1904,190448.985683761
1905,217186.699910394
1906,156676.066123188
1907,202952.397382199
1908,207694.739559387
1909,129639.79501634
1910,109226.635596708
1911,106129.646417445
1912,217020.278666667
1913,203983.697674419
1914,218351.175
1915,148376.137567568
1916,163130.839455782
1917,106112.011315789
1918,198251.748816029
1919,166878.760526316
1920,117304.598516579
1921,232872.730706522
1922,153988.638738739
1923,123027.579211469
1924,178581.416955684
1925,127169.186512027
1926,185741.683900227
1927,163574.841252302
1928,155302.987477954
1929,264651.942335116
1930,191161.953014184
1931,227558.653732639
1932,193309.725490196
1933,139218.076320132
1934,353814.667624521
1935,258041.66314433
1936,136216.441176471
1937,207660.468473896
1938,401491.066576576
1939,307762.998865619
1940,122371.179982818
1941,345635.391369047
1942,347546.509009009
1943,174464.821916667
1944,161833.818882979
1945,132285.670677362
1946,146058.081218274
1947,141960.126593807
1948,184493.254444444
1949,158242.811322464
1950,98059.9455555553
1951,115464.288304093
1952,144517.276890034
1953,172891.124570447
1954,144743.470692432
1955,102556.305291005
1956,86302.3091760297
1957,327228.420333333
1958,156088.101888342
1959,125638.833424408
1960,123577.543915344
1961,111323.097302505
1962,218748.778972868
1963,137029.733505155
1964,249092.197567567
1965,146209.41996124
1966,129085.239652015
1967,221965.433514493
1968,191717.472752809
1969,147961.92460733
1970,136149.175179212
1971,149490.008100559
1972,195124.057336523
1973,126014.69375
1974,145917.73342246
1975,117795.298013817
1976,387954.341170635
1977,191131.170973783
1978,284757.967293906
1979,198182.355485232
1980,221784.275149701
1981,99941.5606936414
1982,151341.623076923
1983,156221.784135472
1984,463900.163873873
1985,288741.802621722
1986,190499.856625259
1987,125940.216187739
1988,402709.940510366
1989,90470.4207207204
1990,243456.789534884
1991,195625.277248677
1992,133214.934061931
1993,111837.559722222
1994,68992.238333333
1995,196855.067996454
1996,131316.324206349
1997,197282.503448276
1998,122577.14965096
1999,145363.593495935
2000,255640.700690846
2001,339862.125855856
2002,276949.628137255
2003,217151.760857143
2004,144719.294415358
2005,187274.661578947
2006,240628.091061452
2007,152852.244383057
2008,133100.307238095
2009,118083.797772277
2010,234269.215432099
2011,138975.145054945
2012,115786.386702128
2013,275933.993298969
2014,119347.536206897
2015,273583.428370786
2016,114471.387453183
2017,146094.53460039
2018,117532.407890071
2019,182987.626704545
2020,195512.469209289
2021,157707.049518304
2022,162166.539453861
2023,113581.065770609
2024,158898.791125541
2025,256397.151759259
2026,136346.252873563
2027,321883.645761079
2028,214091.122674419
2029,282303.597738693
2030,140761.4378125
2031,144320.19682971
2032,122641.176846307
2033,208628.129965458
2034,174493.14137931
2035,127329.640571429
2036,122785.986666667
2037,145615.991666667
2038,154427.285223368
2039,170106.536879433
2040,129082.280802792
2041,168963.44785575
2042,378984.378359511
2043,117840.596376811
2044,296994.842784553
2045,134272.038553114
2046,344324.704074074
2047,117555.733851468
2048,133520.871851852
2049,210339.281639929
2050,112302.275448028
2051,188916.860157791
2052,400946.1641527
2053,138407.143707483
2054,141058.07814992
2055,120769.8315
2056,311041.942478632
2057,115494.737698413
2058,188876.156043956
2059,196875.459036145
2060,162929.53040293
2061,262916.270977011
2062,129250.271701389
2063,232566.733157895
2064,153357.95527307
2065,217608.126086957
2066,192198.924864865
2067,148623.300350877
2068,155558.397707231
2069,266377.992869416
2070,128974.771428572
2071,307308.047358834
2072,162427.672774869
2073,248871.324898374
2074,120479.635650624
2075,87987.8228114475
2076,146045.176666667
2077,180703.452659574
2078,121981.08718638
2079,333002.462916666
2080,300225.294077834
2081,82180.9334280301
2082,233321.612730318
2083,135912.310382514
2084,174861.872639692
2085,177479.434751773
2086,142761.013052209
2087,139059.363001745
2088,158577.223350254
2089,181141.648333333
2090,160526.517365269
2091,132895.616477273
2092,242121.713198459
2093,179302.145833333
2094,135994.286458333
2095,138107.152209945
2096,165907.383239171
2097,71878.4149171268
2098,122001.423752495
2099,99602.8427672953
2100,270224.242087542
2101,279125.854501915
2102,236161.818085106
2103,285974.123809524
2104,164691.718939394
2105,321768.693489583
2106,135641.183333333
2107,111725.352777778
2108,142228.659883721
2109,152732.587586806
2110,85049.5362745096
2111,200423.52445055
2112,130578.198653199
2113,194010.615619968
2114,134185.294053601
2115,354635.799131944
2116,101081.948717948
2117,143698.852777778
2118,175159.103683241
2119,137747.012734082
2120,150927.444818653
2121,200279.749806202
2122,345955.886491228
2123,155918.679695432
2124,141773.800188324
2125,343423.18802682
2126,236457.654376164
2127,189324.93
2128,195009.621747967
2129,158466.572318008
2130,134379.46780303
2131,179288.031410256
2132,117948.585503472
2133,177181.193868739
2134,227910.873823529
2135,151170.265270506
2136,148489.586964618
2137,130059.425598527
2138,113202.981437126
2139,326374.438640595
2140,132437.561384335
2141,124828.831441441
2142,135314.915059222
2143,178062.901007326
2144,283726.290409683
2145,225467.685333333
2146,233625.494891122
2147,216628.260952381
2148,156967.55525
2149,219910.412585034
2150,190294.466666667
2151,148324.857458564
2152,539193.524482109
2153,263238.654734848
2154,112375.657996146
2155,136400.385185185
2156,168247.607591623
2157,100138.093333333
2158,124868.00519263
2159,129025.73655914
2160,194892.77568306
2161,307101.8271836
2162,158457.566218638
2163,326085.700093633
2164,154433.035267035
2165,205850.526178011
2166,91758.1085317457
2167,253064.220900901
2168,221912.150705467
2169,174218.73037225
2170,111527.676923077
2171,101102.037863248
2172,103103.558655617
2173,199469.043315018
2174,119453.600284091
2175,169452.300842697
2176,160174.626202749
2177,188874.541494845
2178,164225.668232044
2179,305527.66252115
2180,132239.375561798
2181,255304.768566494
2182,144354.059454191
2183,119820.038433515
2184,127579.44765625
2185,313511.514594128
2186,122703.473835125
2187,214428.304844007
2188,196149.911941581
2189,147205.985185185
2190,105015.146626984
2191,261309.362254902
2192,191558.528966132
2193,230785.593668529
2194,137900.274857143
2195,121705.450833333
2196,157163.0008726
2197,94654.5575129531
2198,235071.780149813
2199,138372.472736031
2200,202242.117357002
2201,124064.815422885
2202,134486.748245614
2203,180827.49906367
2204,158872.637087912
2205,206363.9375
2206,292644.080092592
2207,230722.103005465
2208,235348.042959002
2209,238810.711010101
2210,110881.95409836
2211,93083.2357274398
2212,173368.765661642
2213,203983.995365419
2214,281504.243117744
2215,140055.445753716
2216,171875.287475915
2217,221572.255214153
2218,157046.032774674
2219,172546.121722846
2220,306544.249456521
2221,126559.425092593
2222,134098.962643678
2223,196649.917922948
2224,320133.256972789
2225,237330.102261306
2226,262394.786769759
2227,185590.765490196
2228,166000.661347518
2229,231280.651423786
2230,380139.131417624
2231,135163.158379888
2232,116730.079284369
2233,143562.246801347
2234,124975.494106814
2235,318089.4805
2236,161872.540775681
2237,235590.638791423
2238,139203.214335061
2239,159633.079253472
2240,147222.354705882
2241,174239.351367521
2242,181443.910405644
2243,196636.099337121
2244,157880.017641326
2245,135410.651896208
2246,172411.910057471
2247,135015.341767068
2248,232109.57712963
2249,109792.187057728
2250,212850.085185185
2251,171828.708691756
2252,151330.038194444
2253,236661.448691099
2254,237838.917597765
2255,198875.139750958
2256,160556.793596491
2257,146414.693617021
2258,118640.263554217
2259,482825.491052631
2260,152566.462113402
2261,201920.597974217
2262,127202.618923611
2263,175188.796027634
2264,406551.014684684
2265,132317.160580524
2266,222105.251041667
2267,134422.150199601
2268,169358.52025641
2269,151055.872719298
2270,127029.915010352
2271,170873.300086806
2272,145778.72826087
2273,106822.409240069
2274,149051.376404494
2275,114350.566928447
2276,213809.661931818
2277,132050.436379019
2278,269153.18047619
2279,155621.333333333
2280,212605.61639785
2281,192208.980092593
2282,102058.309770115
2283,194590.861026936
2284,134732.564248705
2285,239108.110383944
2286,402329.615630397
2287,106259.119293478
2288,192443.864030132
2289,195284.210994764
2290,155913.943850267
2291,155930.223367698
2292,151333.588213628
2293,220079.280615942
2294,156864.517405583
2295,141716.132882883
2296,139182.75446128
2297,141623.972600349
2298,94507.7135238092
2299,144223.843617021
2300,118804.433150183
2301,137197.63315508
2302,143567.422862129
2303,153137.62034188
2304,132892.912368421
2305,136630.62248062
2306,177298.493913858
2307,193625.273863636
2308,133457.033333333
2309,213861.804934823
2310,192143.114853195
2311,143998.565062389
2312,205943.659482759
2313,174594.247852761
2314,167075.479558011
2315,172041.751256281
2316,136362.352864583
2317,148099.218822554
2318,172224.438560158
2319,150510.380116959
2320,222731.118226121
2321,173483.319802867
2322,133496.08122807
2323,150033.575956284
2324,140321.771929825
2325,200375.354414414
2326,135708.10125448
2327,259782.628927203
2328,139212.738325282
2329,184561.355759162
2330,226557.643027211
2331,110632.318164794
2332,192841.070598291
2333,126664.417592593
2334,135585.537962963
2335,106312.651062091
2336,289095.162075848
2337,139441.1975
2338,339599.639378238
2339,144518.48254386
2340,133419.252407408
2341,148101.805897436
2342,211137.644230769
2343,177799.279583333
2344,154829.018047882
2345,122946.406857143
2346,276916.257435897
2347,160425.34288499
2348,125395.570238095
2349,272444.235852713
2350,162999.860383944
2351,119976.516840278
2352,160939.682373473
2353,139460.869546248
2354,153535.701639344
2355,134017.253596491
2356,166707.37459893
2357,98304.4910852711
2358,154463.659215686
2359,445906.496258503
2360,138933.049919094
2361,120323.674556737
2362,140435.231684982
2363,180822.577430556
2364,236986.006972789
2365,124778.104504504
2366,134194.737139918
2367,259800.687794613
2368,227708.337437186
2369,131699.009248555
2370,176758.579329609
2371,156632.48125
2372,154820.362414966
2373,108870.091618497
2374,169069.664496124
2375,165242.627094972
2376,93239.3280879862
2377,84441.6061688309
2378,136550.107142857
2379,256311.818508287
2380,168502.112426035
2381,193144.036046512
2382,159267.428252033
2383,178232.940810811
2384,192527.395746528
2385,190503.98
2386,159666.746910112
2387,306957.779629629
2388,197796.513989637
2389,242793.500191571
2390,223753.720433145
2391,240727.053724395
2392,125559.744905009
2393,318574.524607329
2394,208440.985353535
2395,219926.70245614
2396,97722.6564761903
2397,184567.399215686
2398,238748.884369603
2399,240059.905202312
2400,220777.555189621
2401,171752.948913043
2402,223847.540729167
2403,137668.064794008
2404,147129.063114754
2405,169668.499652778
2406,143778.411202186
2407,149130.370454546
2408,286642.272129629
2409,207665.300378788
2410,174834.29672447
2411,133296.899234694
2412,123590.206424581
2413,131658.349747475
2414,171798.858781362
2415,121727.078500986
2416,185164.554394693
2417,148840.794786325
2418,134151.628333333
2419,196582.881701031
2420,171382.469306931
2421,111622.862521589
2422,230477.865263158
2423,158063.234323432
2424,272319.103314394
2425,213049.548059965
2426,175960.413934426
2427,154949.848125
2428,137316.546296296
2429,85350.8849250933
2430,136570.211996779
2431,97559.3798689136
2432,168924.081053459
2433,129992.803734062
2434,222996.395098039
2435,175190.627837838
2436,162743.050566343
2437,91365.4816955681
2438,206449.415364583
2439,110597.763106796
2440,140748.257853403
2441,166932.748062016
2442,316471.906239316
2443,179633.375
2444,267710.859619047
2445,145723.197191011
2446,124831.558743169
2447,130537.603314917
2448,376763.498768939
2449,195645.544320298
2450,191426.045833333
2451,309555.62045045
2452,203782.629052823
2453,172834.494990893
2454,179436.13643617
2455,332102.304268293
2456,115335.91247619
2457,134462.885319516
2458,170672.191758242
2459,103981.070379965
2460,192579.188822355
2461,92687.8811175335
2462,92772.6701704543
2463,243035.446705426
2464,158805.047237077
2465,190890.005419223
2466,141271.87253886
2467,171399.336684783
2468,87037.1427927925
2469,216656.394927536
2470,128895.609042553
2471,126044.991847826
2472,122694.818055555
2473,165287.696448087
2474,112475.440307971
2475,133932.955061082
2476,210659.072577519
2477,215468.675985663
2478,216959.486203704
2479,173407.229846939
2480,197801.891472868
2481,145179.429734849
2482,196052.275086806
2483,113669.257567567
2484,190824.440221088
2485,306446.896700507
2486,131220.590217391
2487,150751.789292365
2488,295904.468390804
2489,134392.859963768
2490,112869.422029703
2491,134128.644547325
2492,215270.75790378
2493,311160.705191256
2494,242128.108522727
2495,125736.437862319
2496,90265.5409638552
2497,308728.689221014
2498,256463.117304189
2499,109544.724585635
2500,89777.470588235
2501,167894.473255814
2502,171872.667955801
2503,194228.077367424
2504,246710.080601093
2505,307624.015641025
2506,147096.188107639
2507,414036.087772194
2508,143282.630092593
2509,152947.748449612
2510,103033.378823529
2511,184557.704450262
2512,183525.391300366
2513,171977.31287478
2514,151514.724456522
2515,251597.706896552
2516,173894.630498282
2517,205976.455978261
2518,224542.770958084
2519,353006.992364532
2520,183813.226271186
2521,210241.063699826
2522,111107.43537234
2523,135616.199063671
2524,131570.231834215
2525,153245.254237288
2526,252440.174144144
2527,176491.071029668
2528,161638.115794574
2529,184029.178673835
2530,127897.559108527
2531,131501.323891626
2532,165823.384635417
2533,122021.409659091
2534,146192.669375
2535,203789.298995984
2536,181508.170019157
2537,154067.073154362
2538,141986.195131086
2539,143146.603472222
2540,136277.212522046
2541,171522.659217877
2542,131235.01025641
2543,194465.054536489
2544,155410.283143939
2545,178894.334046346
2546,148504.835344828
2547,92406.4226252156
2548,263071.182342342
2549,136761.464379085
2550,228296.666108007
2551,98142.1138146165
2552,163509.451426025
2553,155000.260670194
2554,147617.148998179
2555,124978.18151184
2556,180857.83968254
2557,114129.302807971
2558,186577.383918129
2559,113133.099824561
2560,177623.71182266
2561,87053.2745714284
2562,125353.594594595
2563,136651.779375
2564,148891.497348485
2565,118757.21340388
2566,307747.334677419
2567,201673.589204545
2568,225205.579447323
2569,177855.648839138
2570,306699.347619047
2571,185646.567269076
2572,192587.182242991
2573,124968.403631285
2574,132025.225340136
2575,114238.113888889
2576,305049.202420856
2577,194727.9664903
2578,135813.339255499
2579,140806.180847146
2580,125586.98754902
2581,111767.566570327
2582,226121.389468865
2583,94235.5122950817
2584,96808.1507936505
2585,171619.683246073
2586,123482.709215686
2587,202569.084981685
2588,240894.299367089
2589,214052.953867403
2590,130509.032982456
2591,161454.5053407
2592,116796.768199234
2593,135289.869270833
2594,233365.504615385
2595,179138.830065359
2596,108183.309659091
2597,128484.423550725
2598,103338.827490421
2599,189352.912
2600,134710.324590164
2601,131040.020257827
2602,184029.316077441
2603,334589.275634058
2604,114727.25877193
2605,93426.6588571426
2606,137349.841047619
2607,182737.293582888
2608,175410.078598485
2609,118113.874551971
2610,147445.574725275
2611,120403.184050179
2612,162118.601261261
2613,205866.258045977
2614,123297.481666667
2615,194062.236846405
2616,194026.361170213
2617,163628.456613757
2618,208791.549229287
2619,244004.252116402
2620,196958.662136752
2621,150217.229310345
2622,198410.159198543
2623,129767.882210708
2624,148117.18034188
2625,191574.490750916
2626,229326.93572744
2627,248474.742222222
2628,190378.315135135
2629,189009.76443203
2630,504785.867970205
2631,148403.774392361
2632,152742.196842105
2633,164628.374955437
2634,211934.968882979
2635,218364.912867012
2636,312803.175358423
2637,132115.348639456
2638,113669.655978261
2639,135249.552380952
2640,107965.390398551
2641,260933.036067019
2642,280576.656285714
2643,482941.25860215
2644,138591.307017544
2645,195814.75
2646,119789.10716753
2647,138910.979607843
2648,295377.261197916
2649,188883.482177264
2650,194770.773015873
2651,173482.673157895
2652,183611.26463621
2653,130847.662359551
2654,165462.783791209
2655,142864.261904762
2656,172379.863142857
2657,228342.770379538
2658,147202.004285714
2659,184312.59026975
2660,149033.102649573
2661,114100.542817679
2662,208132.189130435
2663,124784.85433526
2664,215617.226612903
2665,154763.423619048
2666,265219.877967479
2667,135495.896649485
2668,206103.872193437
2669,141357.894670543
2670,283281.330583333
2671,196461.273371648
2672,208114.895238095
2673,92393.4502923974
2674,125148.864285714
2675,131203.761403509
2676,119229.464234234
2677,145198.759006734
2678,241903.586219739
2679,75918.1971794868
2680,103437.394074074
2681,119723.718823529
2682,137015.773970038
2683,149722.73654189
2684,156683.256179775
2685,187656.866397849
2686,139101.138447972
2687,232542.670142602
2688,134574.191256831
2689,365763.311016949
2690,149631.922875817
2691,186148.937777778
2692,146307.203183521
2693,111272.623425926
2694,146604.613106796
2695,133590.195792079
2696,172179.736111111
2697,169316.735016835
2698,222121.547278912
2699,152481.160096154
2700,227599.421875
2701,210575.857795699
2702,238926.506768189
2703,166134.045173042
2704,396184.03925
2705,194415.001912568
2706,187060.350265957
2707,193601.832780847
2708,152964.985852713
2709,155565.904187192
2710,123375.683788707
2711,239777.415820643
2712,193788.831470588
2713,122799.518716577
2714,233922.592897727
2715,180321.580927835
2716,128457.355978261
2717,338996.085847299
2718,97405.3262032082
2719,175313.448603839
2720,146346.943646409
2721,186937.807880435
2722,133735.690126812
2723,171007.265445026
2724,167599.918097643
2725,169614.724767225
2726,168085.295549242
2727,152736.031450094
2728,352712.220742753
2729,319387.446804836
2730,141739.480900901
2731,222392.723859649
2732,185553.604099822
2733,131224.196111111
2734,148954.825258799
2735,152608.404210526
2736,141091.58071066
2737,169217.123281787
2738,193694.610134003
2739,244998.889402174
2740,102319.901373626
2741,212831.717857143
2742,183526.524914089
2743,143544.967927928
2744,145705.672583333
2745,166519.726597582
2746,129533.024329502
2747,168288.086956522
2748,174258.088137255
2749,256535.349723757
2750,286634.927570922
2751,154140.648371648
2752,113490.15009311
2753,141572.653089888
2754,182512.132646048
2755,120313.561835749
2756,138946.146728016
2757,144940.638148148
2758,148657.110429448
2759,358534.989537037
2760,148737.305709024
2761,218572.585904255
2762,170023.293282313
2763,316483.364456722
2764,227574.291477273
2765,142315.565641026
2766,316377.492829457
2767,193729.1332397
2768,145178.329690346
2769,134058.56255144
2770,174645.519650206
2771,260444.701523297
2772,197039.758243728
2773,306149.573714285
2774,344022.508377896
2775,116316.843389199
2776,173537.630630631
2777,265208.923947368
2778,200515.227954145
2779,255232.724468085
2780,110732.96007326
2781,159639.268571429
2782,79771.9259481035
2783,232629.540163934
2784,81869.7485018723
2785,285514.96300813
2786,81644.1589126556
2787,97449.3837398372
2788,137894.818918919
2789,197518.705585106
2790,178720.165972222
2791,247483.595108696
2792,137877.638211382
2793,115013.580097087
2794,122079.704576857
2795,130151.875956284
2796,169742.114814815
2797,159001.988652482
2798,75371.3774134787
2799,220650.74344894
2800,124191.907204301
2801,118882.572659176
2802,157448.815719697
2803,250481.424225865
2804,188170.546190476
2805,181616.744477318
2806,102440.560321489
2807,228667.574305556
2808,284597.564414414
2809,234498.770833333
2810,195203.041965812
2811,163815.645833333
2812,159924.659050179
2813,125475.418627451
2814,373009.278078817
2815,233715.180681818
2816,192001.420707071
2817,113417.069128788
2818,153571.490037244
2819,172764.71143617
2820,387326.197280701
2821,165727.441446208
2822,236695.509773663
2823,139980.913652482
2824,172849.675
2825,153195.581439394
2826,206076.30974359
2827,218248.434023669
2828,145125.114285714
2829,139741.825
2830,242526.966580756
2831,123117.366747573
2832,161396.522435897
2833,229108.081196581
2834,405510.299685534
2835,249881.605792683
2836,256900.235610766
2837,107087.792780748
2838,142484.182978723
2839,101530.184210526
2840,163605.451024209
2841,89000.6538071064
2842,194306.652006981
2843,156250.219966997
2844,148852.135028249
2845,113289.500784314
2846,116766.589871086
2847,254931.987285223
2848,166635.928298611
2849,320375.675081699
2850,129012.844827586
2851,228933.63802589
2852,142737.452302026
2853,129103.052048417
2854,152643.756431159
2855,209458.567736185
2856,292955.216400709
